acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1864652,,[],,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864651,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864650,D1400093,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}]",04/14/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864649,,[],,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864648,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864647,D1400090,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864646,D1400089,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/16/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864645,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864644,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864643,,[],,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864642,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/11/2025'}]",,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864641,D1400084,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864640,D1400083,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1864639,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864638,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864637,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864636,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864635,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864634,,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/15/2025'}]",,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864633,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864632,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864631,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864630,D1400074,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}]",04/15/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864629,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864628,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864627,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864626,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864625,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864624,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864623,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864622,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864621,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864620,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864619,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': ''}]",04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864618,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864617,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/18/2025'}]",,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864616,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/17/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864615,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864614,,[],,,[],04/08/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1864613,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864612,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864611,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864610,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/17/2025),Export License Application
Z1864609,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864608,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864607,D1400055,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/16/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864606,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864605,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864604,D1400052,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/14/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}]",04/15/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864603,D1400051,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/11/2025'}]",04/15/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864602,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864601,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/17/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864600,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1864599,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864598,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864597,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864596,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864595,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864594,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864593,,"[{'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/14/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': ''}]",04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864592,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864591,D1400039,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}]",04/11/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864590,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864589,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/17/2025'}]",,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864588,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864587,,[],,,[],04/08/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864586,,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864585,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864584,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864583,D1400032,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of Energy', 'referralDate': '04/11/2025', 'closedDate': '04/14/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/16/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864582,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864581,D1400030,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/09/2025'}]",04/14/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864580,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864579,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864578,D1400027,"[{'agency': 'Department of Defense', 'referralDate': '04/08/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/08/2025', 'closedDate': '04/10/2025'}]",04/14/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864577,D1400026,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/14/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/15/2025'}]",04/15/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864576,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/16/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '04/16/2025', 'closedDate': ''}]",04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864575,,[],,,[],04/08/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864574,D1400023,"[{'agency': 'Department of Defense', 'referralDate': '04/08/2025', 'closedDate': '04/11/2025'}]",04/14/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864573,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': ''}]",04/08/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864572,,[],,,[],04/08/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864571,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864570,,[],,,[],04/08/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864569,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864568,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864567,,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864566,,[],,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864565,,[],,,"[{'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': ''}]",04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864564,D1400014,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1864563,,[],,,[],04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1864562,,[],04/15/2025,Returned Without Action,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864561,D1400011,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/11/2025'}]",04/14/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864560,D1400010,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/09/2025'}]",04/10/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864559,D1400009,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1864558,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864557,,[],,,[],04/08/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864556,,[],04/14/2025,Returned Without Action,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864555,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],04/08/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864554,D1400004,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/15/2025'}]",04/15/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864553,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864552,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864551,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864550,,[],,,[],04/08/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864549,D1399999,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/16/2025'}]",04/17/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864548,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/08/2025', 'closedDate': ''}]",04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864547,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864546,,[],,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1864545,D1399995,[],04/09/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864544,,[],,,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/09/2025),Export License Application
Z1864543,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/17/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '04/17/2025', 'closedDate': ''}]",04/08/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864542,,[],,,[],04/08/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864541,,[],,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864540,,[],,,[],04/08/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864539,,[],,,[],04/08/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864538,D1399988,[],04/09/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864537,D1399987,"[{'agency': 'Department of Defense', 'referralDate': '04/08/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of Energy', 'referralDate': '04/08/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/08/2025', 'closedDate': '04/09/2025'}]",04/16/2025,Approved w/Conditions,[],04/08/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
